tuid,blockId,actionName,objectLogName,selectedShapeIndex,faceSelected,stageShapeIndex,explanationType,isCorrectPrediction,predictedShapeChoiceIndex,trueShapeChoiceIndex,stepActionType,lInd_0_BeforeAi,lInd_1_AfterAi,lInd_2_AfterXai,stat_1_vs_0_cnahged,stat_2_vs_0_cnahged,stat_2_vs_1_cnahged,face_0_BeforeAi,face_1_AfterAi,face_2_AfterXai,param1,param2,param3,param4,date,time
UID_Ze37Xr41oo26Tt92ZV,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,5,,LLM,no,6,2,SubmitConfidenceForShape,6,-,-,true,false,false,5,-,-,LLM,,,,11:10:13 05.06.25,1749121813
UID_Ze37Xr41oo26Tt92ZV,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,6,1,1,true,true,false,5,5,5,LLM,,,,11:11:40 05.06.25,1749121900
UID_Ze37Xr41oo26Tt92ZV,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,11:11:49 05.06.25,1749121909
UID_Ze37Xr41oo26Tt92ZV,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,11:11:54 05.06.25,1749121914
UID_Ze37Xr41oo26Tt92ZV,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,11:12:00 05.06.25,1749121920
UID_uE88nk13NQ49Uf45OT,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,3,,LLM,yes,7,7,SubmitConfidenceForShape,3,3,3,false,false,false,4,5,3,LLM,,,,15:29:13 05.06.25,1749137353
UID_uE88nk13NQ49Uf45OT,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,3,,LLM,yes,1,1,SubmitConfidenceForShape,5,1,5,true,false,true,4,3,3,LLM,,,,15:33:05 05.06.25,1749137585
UID_uE88nk13NQ49Uf45OT,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,1,,LLM,yes,7,7,SubmitConfidenceForShape,6,7,7,true,true,false,2,2,1,LLM,,,,15:39:03 05.06.25,1749137943
UID_uE88nk13NQ49Uf45OT,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,3,4,4,true,true,false,2,3,4,LLM,,,,15:42:04 05.06.25,1749138124
UID_uE88nk13NQ49Uf45OT,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,15:42:17 05.06.25,1749138137
UID_uE88nk13NQ49Uf45OT,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,15:42:27 05.06.25,1749138147
UID_uE88nk13NQ49Uf45OT,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,5,,LLM,no,,,,,,,false,false,false,,,,,,,,15:42:35 05.06.25,1749138155
UID_uE88nk13NQ49Uf45OT,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,4,,OS,yes,5,5,SubmitConfidenceForShape,1,2,5,true,true,true,5,3,4,OS,,,,15:46:57 05.06.25,1749138417
UID_uE88nk13NQ49Uf45OT,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,3,,OS,no,7,8,SubmitConfidenceForShape,2,2,7,false,true,true,4,5,3,OS,,,,15:51:50 05.06.25,1749138710
UID_uE88nk13NQ49Uf45OT,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,3,,OS,yes,8,8,SubmitConfidenceForShape,7,8,8,true,true,false,3,3,3,OS,,,,15:54:43 05.06.25,1749138883
UID_uE88nk13NQ49Uf45OT,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,4,,OS,no,8,7,SubmitConfidenceForShape,2,8,8,true,true,false,4,3,4,OS,,,,16:02:50 05.06.25,1749139370
UID_uE88nk13NQ49Uf45OT,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,16:03:00 05.06.25,1749139380
UID_uE88nk13NQ49Uf45OT,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,16:03:08 05.06.25,1749139388
UID_uE88nk13NQ49Uf45OT,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,16:03:13 05.06.25,1749139393
